indicator,survey_id,survey_mid_calendar_quarter,area_id,restype,sex,age_group,n_cluster,n_obs,est,se,ci_l,ci_u
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,15-19,24,51,0.05586969641711773,0.03194909221064155,0.0177341072067519,0.16244984661565234
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,15-24,30,107,0.06126070240826246,0.024023983224468855,0.02797209299179464,0.1289110696231647
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,15-49,31,266,0.15775550463325722,0.018077053235796402,0.1254633001962132,0.19649176228171975
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,20-24,24,56,0.06588466381792141,0.0331586602301198,0.02394673311949145,0.16858301013500454
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,25-29,25,56,0.17805515419772436,0.04812237502128588,0.10210578902053243,0.2921185252854297
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,25-34,30,92,0.19568152052930773,0.04406500432538073,0.12322444177235796,0.2963436959207702
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,30-34,20,36,0.22689148785089175,0.0861602683855289,0.10077348034815022,0.43456855713783726
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,35-39,15,23,0.2857055114379746,0.09471318135053304,0.1387203554870253,0.49832293478159523
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,35-49,29,67,0.2576892220120948,0.047357928233123646,0.17606242820585555,0.3605976139012469
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,40-44,12,15,0.264808771763422,0.10379320356943551,0.1124410581859991,0.5059498178103636
prev,MWI2010DHS,CY2010Q3,MWI_3_18,all,female,45-49,18,29,0.23142943668540067,0.09039617340820696,0.10007955303702804,0.4491331458087489
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,15-19,30,120,0.03359472694291682,0.022313594559725734,0.0089574219651684,0.11793279815347885
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,15-24,32,212,0.0549616311747841,0.017956659300553915,0.028687787525382934,0.1027529240333904
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,15-49,32,509,0.14979352769173543,0.01873023941684874,0.11665711525341516,0.19031444671718523
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,20-24,32,92,0.08074187746462468,0.029247650604557304,0.03899150953619302,0.15976470187282818
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,25-29,32,87,0.09978938735493574,0.031999103856888846,0.052265848593664205,0.18221637078591205
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,25-34,32,155,0.15201312079858548,0.026235553375316686,0.1073785569544293,0.21081919507232733
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,30-34,29,68,0.22434021877027172,0.056542142001976894,0.13268696295306834,0.35349919129739926
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,35-39,27,64,0.34216499679009676,0.11186718635664669,0.16413893154178316,0.5794283229225815
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,35-49,32,142,0.28334730152155396,0.06888876935086606,0.16898513775858048,0.43462661756024673
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,40-44,24,52,0.27976287453011417,0.061976197260237564,0.17530510443326702,0.4151317478157315
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,both,45-49,19,26,0.1310535525392425,0.06528701918550141,0.046738064393923626,0.3169075502801363
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,15-19,26,65,0.05122345284711931,0.03983522872697202,0.010713463473495943,0.21207401047566898
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,15-24,30,105,0.061512452184937415,0.02822214138862575,0.02452554777314869,0.14593433919980295
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,15-49,32,220,0.11642929924914613,0.02037377597946926,0.08204716189291612,0.1626662193847855
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,20-24,24,40,0.07553809061214181,0.04211275944129365,0.024445839099899863,0.21038538891708186
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,25-29,17,28,0.02667133559386347,0.02632327007094918,0.003741482246387908,0.16662473314639434
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,25-34,26,52,0.06694572306647954,0.03299367869666068,0.024847411951156927,0.16807639418160578
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,30-34,17,24,0.12404324358691973,0.06889822034817393,0.039260520987947266,0.32918154302896246
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,35-39,19,31,0.3073328799520087,0.12615336723009732,0.12194893437901812,0.5863426110841267
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,35-49,28,63,0.23152039660909804,0.08482472066980506,0.1058187586552049,0.4340584963967386
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,40-44,15,18,0.18334432035119108,0.10418070470138051,0.05429064596598312,0.4675158326045312
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,45-49,12,14,0.11178770563258167,0.08132277498764137,0.024653251343474916,0.3852474107635245
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,male,50-54,8,10,0,0,NA,NA
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,15-19,26,55,0.011910250017852368,0.01211412781231146,0.0016003713168925157,0.08310939883032724
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,15-24,31,107,0.04778303918508527,0.02952175424573047,0.013873417173849054,0.15181524811694466
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,15-49,32,289,0.18002129661688443,0.024082664322557075,0.13752923922133603,0.232108820243724
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,20-24,27,52,0.08570590299534754,0.05692737227090747,0.022072394740352958,0.2802234998911757
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,25-29,31,59,0.14292204325024682,0.05121858702232474,0.06845020449805687,0.2745386006396824
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,25-34,32,103,0.20142597657868186,0.04045626154819182,0.13350052788164196,0.2922553701472493
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,30-34,27,44,0.28136099896403977,0.07398635028145237,0.16044841964016704,0.44508595230570924
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,35-39,21,33,0.3835524396767516,0.12557875819507525,0.18012817903046252,0.6379518263659579
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,35-49,31,79,0.33843420984211475,0.057415984072554126,0.2363325326249661,0.4581812107816704
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,40-44,21,34,0.3418132055486221,0.06817091301249892,0.22285272878420806,0.4846723017573336
prev,MWI2010DHS,CY2010Q3,MWI_3_19,all,female,45-49,11,12,0.1674993570490272,0.09212989732243552,0.05223279330692339,0.42347833213223174
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,15-19,28,118,0.039992661469908375,0.019531306904813788,0.015137716635591901,0.10145353469181598
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,15-24,30,207,0.05919204499920369,0.013494619390416948,0.03765533354963214,0.0918706105657532
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,15-49,30,462,0.09818256793758683,0.021136761231090782,0.06383665759166178,0.1480844796302962
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,20-24,29,89,0.08581604712895208,0.025319898863464894,0.04749844022911396,0.15017148382988102
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,25-29,29,84,0.04747129074244653,0.02471144170773348,0.01678879113021016,0.1269856661401707
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,25-34,30,145,0.11088952627795327,0.04199278447331632,0.05134509660112748,0.22323749397625964
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,30-34,27,61,0.19378848389379555,0.07974007630116642,0.08121746264718435,0.3952638964052456
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,35-39,25,44,0.15174489608330427,0.04832358574378465,0.07894325875135345,0.27186735426756586
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,35-49,29,110,0.15734868292147,0.045379093257553675,0.08715414161643635,0.2675106833254693
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,40-44,21,32,0.21841061211724538,0.08361518454573888,0.09665348481953023,0.42191149286117846
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,both,45-49,18,34,0.11104037556051749,0.05089004079129936,0.0434960345881726,0.25546000353636716
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,15-19,23,56,0.015861622285729546,0.015388231175422653,0.0023290124013405655,0.10013289860684878
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,15-24,26,93,0.03453815824628369,0.016937874622970476,0.013046359647036057,0.08826789641936209
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,15-49,30,210,0.09225123146085691,0.029210544194903355,0.04879381266325746,0.1675938892744706
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,20-24,21,37,0.061631238774196455,0.036557136568859415,0.018671637859191213,0.18481694601136933
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,25-29,20,34,0.024639196624920926,0.024844697642383267,0.003319207064576687,0.16080735262075188
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,25-34,27,61,0.12091608774978686,0.07033335577485086,0.036241032393268965,0.33471906971245335
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,30-34,19,27,0.2396948040581939,0.14162364911244324,0.06431508476063628,0.591163585855582
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,35-39,18,26,0.13185709501828663,0.06081355836820798,0.05088872484526894,0.30082117219569926
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,35-49,26,56,0.15959147536734933,0.04946932313484638,0.08438700793766332,0.28123145894567564
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,40-44,13,16,0.2613239511586466,0.11856399664448261,0.09596056706282292,0.5410917033936037
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,45-49,11,14,0.11267707047768144,0.08068201557907603,0.025448444061915647,0.3817697543671184
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,male,50-54,13,19,0.05171469464307968,0.04898195991070132,0.007641076359379787,0.2786273757003732
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,15-19,25,62,0.06082823304773498,0.03160037895872089,0.021434283135091145,0.1607319050984545
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,15-24,29,114,0.07975804098774596,0.021112961640734795,0.04700151640797333,0.13217713189743083
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,15-49,30,252,0.10331267832230244,0.022059879516474496,0.06737888750840453,0.15522076493939682
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,20-24,26,52,0.10504587731274455,0.04318513045107762,0.04553338055136864,0.22408047200159537
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,25-29,26,50,0.06441823332813157,0.03040786444697732,0.024973448432880515,0.15618499019756826
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,25-34,29,84,0.10310623521206264,0.03978360386157172,0.04713896340777231,0.21082063259926281
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,30-34,19,34,0.15601673531795432,0.09004384197661082,0.04615683659405632,0.4138954932034262
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,35-39,15,18,0.18283038718357375,0.0965519739808661,0.05930560134766436,0.4425890589578275
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,35-49,25,54,0.1549614739171361,0.05295123147350914,0.0766505738283675,0.2882987976541397
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,40-44,14,16,0.1805217009725646,0.1149942244110216,0.04580963341953626,0.5026837123427738
prev,MWI2010DHS,CY2010Q3,MWI_3_2,all,female,45-49,13,20,0.10975817534604504,0.061367308829328636,0.03475148571614606,0.2968665633755387
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,15-19,27,105,0.035876519979951005,0.01715324192969053,0.013883096087062903,0.08954772555432979
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,15-24,29,190,0.05179103111607305,0.017040868274881715,0.026923292687688664,0.09733044249896418
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,15-49,29,472,0.14587296400087404,0.021253762087360985,0.10893339979139649,0.19263088368913073
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,20-24,28,85,0.07166863368183124,0.028328887132461286,0.032424715208227116,0.1509975027010543
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,25-29,29,110,0.1503750451659586,0.03892926699461926,0.0887604543635242,0.24333887071579643
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,25-34,29,178,0.15811081291760073,0.027557335667707118,0.11124250426903871,0.21984109140299088
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,30-34,25,68,0.17090585925187665,0.04238391455626412,0.10289367071957396,0.2703271470332433
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,35-39,19,46,0.3272809004238306,0.0775602855354917,0.19608262616551245,0.4924861402478268
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,35-49,29,104,0.2996932022383547,0.052994240025551975,0.20691005228392464,0.4124452447361473
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,40-44,18,29,0.2525988015103115,0.08723961000312175,0.12020569567150206,0.45534043962862697
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,both,45-49,20,29,0.3132899948195575,0.08527328597982077,0.1734114418968535,0.4980186019835627
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,15-19,21,54,0,0,NA,NA
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,15-24,25,79,0.00788441161124532,0.007968456858365603,0.0010780200685069896,0.055286473387187084
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,15-49,29,203,0.12643796018489512,0.023329556339070724,0.08731957024513765,0.17963186731718594
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,20-24,17,25,0.02439477793574142,0.02412275471926944,0.003418055518875649,0.15418880325529719
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,25-29,21,47,0.09036617694152005,0.04397719230170035,0.033642109106673715,0.22087261355671173
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,25-34,26,79,0.10177892572322733,0.0290012710688891,0.05735796259677765,0.17424275331500796
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,30-34,20,32,0.1202233465891777,0.05797372585661245,0.0445913934568181,0.2857663899419055
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,35-39,13,23,0.41612959550611023,0.09223107535997419,0.25299636697989614,0.5999676461874437
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,35-49,22,45,0.40311221358526717,0.07549552336894541,0.2674734046172107,0.5553845930064858
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,40-44,8,11,0.461460972639566,0.17715826834083778,0.17484684890493218,0.776039477918107
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,45-49,9,11,0.3129821337880423,0.1190650056703407,0.1333681038212174,0.5742158717898594
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,male,50-54,9,11,0,0,NA,NA
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,15-19,22,51,0.07787671944695308,0.03394000199258041,0.03236188813760077,0.17577670583246344
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,15-24,29,111,0.08664748110298458,0.027544087058159437,0.04576338039559496,0.15800858007404744
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,15-49,29,269,0.16262140179893553,0.0240105886123623,0.12084699956023325,0.21529996117938668
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,20-24,26,60,0.09408755819726208,0.03868533520144779,0.0409230258736763,0.20178821864914886
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,25-29,29,63,0.21045741544314314,0.045371958702104906,0.1350127612498396,0.31281417306611276
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,25-34,29,99,0.21551758916759023,0.03696180028051849,0.151811113303725,0.2966092472183373
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,30-34,18,36,0.22408834366860095,0.05931580095110264,0.1289100937612793,0.3604603567151954
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,35-39,15,23,0.23844575666757162,0.09144428471291588,0.10449834060669486,0.45655328990524235
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,35-49,27,59,0.22196302291534561,0.058486430656906084,0.12808023973398636,0.3565233436377092
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,40-44,14,18,0.1345293421145843,0.08314355781024076,0.03692999250937804,0.3865398832012591
prev,MWI2010DHS,CY2010Q3,MWI_3_20,all,female,45-49,16,18,0.31349474168931274,0.12481750427564592,0.1278012820410087,0.5873153402360307
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,15-19,27,132,0.04153678270483536,0.016056696650603112,0.01927957643117422,0.08720397452519991
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,15-24,30,208,0.057771785826752915,0.018488728456270365,0.03054733611780623,0.10659153219916404
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,15-49,30,512,0.17106732025187482,0.02327890273355256,0.1301270343678048,0.22160673397721986
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,20-24,29,76,0.08551934569127383,0.037310050406014025,0.0354115283706889,0.19238867010157001
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,25-29,28,100,0.1799881346629016,0.0535110242999586,0.09734918884897896,0.3087810082233043
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,25-34,30,178,0.22427771181813327,0.057816737470167745,0.1309879320687399,0.356734163170612
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,30-34,29,78,0.2839442193432809,0.07053057211340948,0.16730051146308547,0.43903500216165237
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,35-39,24,56,0.2787226906466288,0.058278650141432166,0.17961140663023328,0.4054926792452154
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,35-49,30,126,0.29890997115601886,0.03837301256016944,0.22945650945506396,0.37904464978209634
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,40-44,21,40,0.35893194930014244,0.06382697881402691,0.24533047652035653,0.4909180365117217
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,both,45-49,18,30,0.2426897939144358,0.07579539604021941,0.12496000199395192,0.4183131593148676
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,15-19,23,68,0.017238129047368822,0.016576289408510487,0.0025706689039793292,0.10664570708840167
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,15-24,28,98,0.022083370315946736,0.013763898297655336,0.006433566294224289,0.07300452696751412
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,15-49,30,227,0.1574028673721982,0.03175682235531604,0.10461353284057323,0.2299881221768425
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,20-24,17,30,0.033027653609464094,0.030139733935496377,0.005343582873814316,0.17841129089338775
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,25-29,20,35,0.13685683821944047,0.0623456501944383,0.05334854709080428,0.30848617859454286
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,25-34,27,72,0.21768810954099221,0.07964942303691765,0.10012228210842863,0.41035121272571196
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,30-34,22,37,0.3084896561212664,0.10698049114829189,0.14306058912501532,0.5438171575502826
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,35-39,17,26,0.27085410849209873,0.08372160240754803,0.13929370430843033,0.4602295992467806
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,35-49,27,57,0.3233587096724863,0.05169784297336201,0.23121170519531967,0.4316122653165598
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,40-44,11,15,0.44988547279585617,0.10104410539503852,0.2686773606214655,0.6454450156989506
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,45-49,10,16,0.26002847751429703,0.11252775629212775,0.10046661298913384,0.525081333336282
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,male,50-54,7,10,0.10328231892816891,0.10255958154752598,0.01297476799762567,0.5022848096239992
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,15-19,27,64,0.06718892585587317,0.030679388077000165,0.026854443297836823,0.15825278083902133
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,15-24,29,110,0.08909379269052405,0.028802713746191557,0.046514879020354255,0.1639469782639399
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,15-49,30,285,0.18238015892779053,0.026637118102162616,0.13582410304282488,0.24045387978749766
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,20-24,25,46,0.11887991777341972,0.058407242447783676,0.04327434110002335,0.28695824748198867
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,25-29,25,65,0.20787028584546885,0.06213867702625143,0.11130770394392009,0.35476265882245217
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,25-34,30,106,0.22916754418088203,0.05467395473178393,0.13947756429732175,0.35288097680808084
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,30-34,25,41,0.26210137336475464,0.055227417629281565,0.16871647345184548,0.3833391912926752
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,35-39,20,30,0.28656991691655304,0.09404989775037258,0.14018868558331335,0.4973799993929838
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,35-49,28,69,0.27736669670809044,0.05752247314089038,0.1794542186392907,0.40249659612790784
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,40-44,17,25,0.29602824067973654,0.09260610754013414,0.14966312629797277,0.5011697185282696
prev,MWI2010DHS,CY2010Q3,MWI_3_21,all,female,45-49,12,14,0.22508500120062153,0.10535601242446412,0.08164879735120638,0.48690358132350325
prev,MWI2010DHS,CY2010Q3,MWI_3_22,all,both,15-19,26,118,0,0,NA,NA
prev,MWI2010DHS,CY2010Q3,MWI_3_22,all,both,15-24,27,177,0.05580781060193276,0.01928827499288224,0.02803525424376409,0.10803467028462892
prev,MWI2010DHS,CY2010Q3,MWI_3_22,all,both,15-49,28,428,0.1189032967207769,0.021853461551519654,0.08228526985363642,0.168819170628972
prev,MWI2010DHS,CY2010Q3,MWI_3_22,all,both,20-24,24,59,0.15978314072506056,0.05549511373072718,0.07798675500420787,0.2995032591956622
prev,MWI2010DHS,CY2010Q3,MWI_3_22,all,both,25-29,25,65,0.12257349749819073,0.038526794639912855,0.064743354699065,0.21991276377719537
prev,MWI2010DHS,CY2010Q3,MWI_3_22,all,both,25-34,28,136,0.10889421248606594,0.02254327397263884,0.07192949857987181,0.1615485063950115
